nc,lv,yr,pid,mid,sn,pn,gnd,hse,tg,sc,sl,ss,sr,g,gd,log,stdResA,stdResB,isIEP,isEAL,isGT,isTotal,isKPI,isVA
13,US,2009,40418,263594473,Annabel,De Lacey,M,SHD,x,A,Chemistry,C,H432A,7/C/C,A,x,0.7880753,-0.1989895,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,19422,413553588,Darn,Iiannone,M,Bw,x,G,Chemistry,C,8462H,5/C/2,9,x,0.815490265,0.71866034,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2011,45752,737831041,Dulcinea,Khristoforov,M,SHB,x,I,Chemistry (HL),Ch,x,7/Ch/A,6,x,0.816301,0.9205387,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,36044,610584245,Hermine,McLemon,M,Cl,x,G,Chemistry,C,8462H,5/C/1,9,,0.8303144645711229,0.7200922515370176,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2005,48078,485499012,Danya,Piesing,M,SH,x,A,Chemistry,C,H432A,x,A,x,0.8347101,NULL,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,22116,212411027,Arney,Jerisch,M,SH,x,A,Chemistry,C,x,C.D,A*,x,0.8350447,1.337654,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2010,12353,983834641,Dael,Cestard,M,Bw,x,G,Chemistry,C,8462H,C_TA/2,9,x,0.841642714,0.675219277,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,19085,146644411,Cristine,Londer,F,Hm,x,G,Chemistry,C,8462H,5/C/2,9,x,0.842922827,0.663210614,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,43869,933288460,Idell,Sholl,M,Cl,x,G,Chemistry,C,8462H,5/C/1,9,x,0.880679593,0.78774473,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,12155,951088283,Kaleb,Othen,M,SH,x,A,Chemistry,C,x,C.A,A,x,0.881793,0.6659484,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,25291,428088912,Meredith,Meffen,F,Hm,x,G,Chemistry,C,8462H,C_TA/3,9,x,0.884471244,0.703281129,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,40732,219072515,Orrin,Castles,F,R,x,G,Chemistry,C,8462H,5/C/2,8,x,0.891875341,0.881960365,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,44771,571713992,Karilynn,Taylour,M,Cl,x,G,Chemistry,C,8462H,5/C/1,9,x,0.892435627,0.701951088,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2010,49679,327073610,Laney,Edgerly,M,SHB,x,I,Chemistry (HL),Ch,x,D,6,x,0.8957767,1.49402,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,32127,693469923,Cad,Knifton,F,B,x,G,Chemistry,C,8462H,5/C/2,9,,0.9001937266915294,0.7958393104060068,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,27684,438683456,Odell,Tiebe,M,H,x,G,Chemistry,C,8462H,5/C/2,9,,0.9103126331912621,0.7798845595822753,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2011,30652,578075918,Eveline,Poleykett,M,SHD,x,A,Chemistry,C,H432A,7/C/C,A*,x,0.9252617,0.7227147,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,13841,160374083,Tabby,Hourahan,M,SH,x,A,Chemistry,C,x,C.C,A,x,0.9286515,-0.1472654,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,15954,287986289,Roth,Amiranda,F,Hm,x,G,Chemistry,C,8462H,5/C/4,8,,0.9351097533333336,0.6355800007267928,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,33800,124792840,Mina,Lukasik,F,Hm,x,G,Chemistry,C,8462H,5/C/1,8,x,0.936410513,0.60425639,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,25005,169407886,Nanci,Ashall,M,SH,x,A,Chemistry,C,H432,C.A,B,x,0.9499775,-0.2837577,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2009,37909,594082525,Tommy,Reford,F,RHB,x,I,Chemistry (HL),Ch,x,7/Ch/A,5,x,0.9590529,0.9119226,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,19076,540578530,Godard,Ridges,M,Bw,x,G,Chemistry,C,8462H,C_TA/3,8,x,0.959288425,0.476036146,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,42085,554881391,Inglebert,Bithany,M,Cl,x,G,Chemistry,C,8462H,5/C/3,9,x,0.962445887,0.757979182,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,18884,721491130,Rosaline,Rosini,F,R,x,G,Chemistry,C,8462H,5/C/2,9,x,0.983142147,0.900538828,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,40161,707384070,Emlynne,Matthaus,F,St,x,G,Chemistry,C,8462H,C_TA/3,8,x,0.995377041,0.508726214,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,33193,959911685,Hermina,Rutigliano,M,H,x,G,Chemistry,C,8462H,5/C/3,9,,0.9970838666666673,0.833385406,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
13,US,2007,23866,356645648,Emelia,Ragot,M,SH,x,I,Chemistry (HL),Ch,x,C.Ah2,7,x,1.020944,1.05472,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,22221,876154366,Rasia,Caff,M,x,x,A,Chemistry,C,x,x,A*,x,1.020985,1.199697,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2006,36709,471003563,Ardisj,Vanner,F,RH,x,A,Chemistry,C,H432A,C.A,A*,x,1.036185,1.125013,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,38145,529921180,Vitia,Gostyke,M,W,x,G,Chemistry,C,8462H,5/C/1,9,x,1.044757544,0.84241227,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,35012,489812199,Britta,Heineken,M,Cl,x,G,Chemistry,C,8462H,5/C/1,9,,1.0451560399999995,0.8713152855117657,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2007,39122,909155820,Benny,Patifield,M,Bw,x,G,Chemistry,C,x,Sc.1,9,x,1.045826499,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,21398,650425782,Ara,Gianiello,M,H,x,G,Chemistry,C,8462H,5/C/3,9,x,1.046023248,1.028920506,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,11993,895038646,Harlen,Dobinson,M,x,x,A,Chemistry,C,x,x,A*,x,1.047443,0.660576,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,49214,349853619,Arlina,Jopke,F,B,x,G,Chemistry,C,8462H,5/C/2,9,x,1.061635521,0.897372427,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,35585,679981882,Raquel,Mayor,F,St,x,G,Chemistry,C,8462H,5/C/2,9,,1.075465146666667,0.8955719473025606,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2006,33737,921907191,Antoinette,Woodeson,F,RH,x,I,Chemistry (HL),Ch,8034,C.Ah,6,x,1.078277,1.144271,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2012,12353,983834641,Dael,Cestard,M,SHD,x,A,Chemistry,C,H432A,7/C/A,A*,,1.083871,1.014762,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,31131,380844047,Kirstyn,Fanthome,M,SH,x,A,Chemistry,C,x,C.A,A*,x,1.094895,0.4669689,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2010,23723,684211775,Jake,Di Angelo,F,Hm,x,G,Chemistry,C,8462H,C_TA/3,9,x,1.108992546,0.861439715,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,45015,407172961,Jada,Bottrill,F,St,x,G,Chemistry,C,8462H,5/C/2,8,x,1.11009605,1.10168449,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,21617,757228476,Frankie,Bisson,M,x,x,A,Chemistry,C,x,x,A*,x,1.126815,1.084934,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,44249,190565423,Danella,Grundey,F,Hm,x,G,Chemistry,C,8462H,5/C/2,9,x,1.136515103,1.077232281,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2008,49404,582596116,Ferris,Hardwick,M,H,x,G,Chemistry,C,8462H,5/C/2,8,x,1.147348573,1.14877556,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,13176,728794921,Maryrose,Dobing,F,B,x,G,Chemistry,C,8462H,5/C/4,8,,1.1702465999999998,0.8531711558241766,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,42510,568851711,Claudelle,Malimoe,F,St,x,G,Chemistry,C,8462H,5/C/3,9,,1.1742040200000012,0.9763393118952357,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2012,21637,921533375,Mac,Shevelin,F,St,x,G,Chemistry,C,8462H,5/C/2,8,,1.178871470431539,0.8763437023235222,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,16166,785578061,Guinna,Zupa,M,x,x,A,Chemistry,C,x,x,A*,x,1.17973,1.036894,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,46008,837793384,Salim,Scutching,M,H,x,G,Chemistry,C,8462H,5/C/1,9,x,1.18012038,0.93974782,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,15504,332780881,Melessa,Curthoys,M,SHD,x,A,Chemistry,C,H432A,7/C/C,B,x,1.19079,0.1034376,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,44001,194461683,Frans,Human,M,SHD,x,A,Chemistry,C,H432A,7/C/A,A,x,1.197597,0.9216936,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,27492,404792685,Moe,Iddenden,M,H,x,G,Chemistry,C,8462H,5/C/3,9,x,1.213705577,1.052160544,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,33362,198780745,Rodolfo,Curds,M,H,x,G,Chemistry,C,8462H,C_TA/1,8,x,1.25397664,0.8480211,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,38595,269335301,Allis,Antonsson,F,B,x,G,Chemistry,C,8462H,C_TA/3,8,x,1.258168864,0.899686766,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,27478,738575457,Van,Megahey,F,RH,x,A,Chemistry,C,H432A,x,A*,x,1.272329,NULL,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2005,31886,720942582,Erma,Grabb,M,SH,x,A,Chemistry,C,H432A,x,A*,x,1.272329,NULL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,39340,778950728,Jo,Stairmand,M,Cl,x,G,Chemistry,C,8462H,5/C/3,9,x,1.275400911,1.129219774,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2008,44239,398699682,Rozella,Orviss,M,C,x,G,Chemistry,C,8462H,5/C/1,9,x,1.276551055,1.244517239,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,25519,680918494,Quinta,Biesinger,F,B,x,G,Chemistry,C,8462H,C_TA/2,9,x,1.277876221,1.028909907,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,14688,869138600,Deeyn,Tubble,M,Bw,x,G,Chemistry,C,8462H,5/C/3,9,x,1.287652286,1.31447692,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,31198,422897170,Dorelle,Spinnace,F,Hm,x,G,Chemistry,C,8462H,5/C/1,9,x,1.287748198,1.144900542,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2008,31873,755619092,Ferdinanda,Nyles,M,SH,x,A,Chemistry,C,x,C.A,A,x,1.303521,0.6113508,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,45784,138357789,Bernie,Cess,F,St,x,G,Chemistry,C,8462H,5/C/1,9,x,1.305126213,1.048092772,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,21690,999163451,Vic,Libbis,F,Hm,x,G,Chemistry,C,8462H,5/C/1,9,x,1.35767412,1.094278833,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,35263,770736480,Kelsi,Schwier,F,R,x,G,Chemistry,C,8462H,5/C/1,9,x,1.387983151,1.168360617,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2004,15204,633743468,Kellie,Yielding,M,x,x,A,Chemistry,C,x,x,A*,x,1.404617,1.800203,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,28976,285146388,Chrisy,Arman,M,H,x,G,Chemistry,C,8462H,5/C/10,8,x,1.407023408,1.064751855,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,11288,496266850,Mordecai,Pilgrim,M,SHB,x,A,Chemistry,C,H432A,7/C/A,A*,,1.419711,1.756684,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,21565,257422362,Cilka,Keme,M,Cl,x,G,Chemistry,C,8462H,5/C/1,9,x,1.423630011,1.322133084,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,31805,696878293,Blinni,Finneran,F,R,x,G,Chemistry,C,8462H,5/C/1,8,x,1.42765327,1.101807223,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,27957,665918844,Rockey,Rousel,M,C,x,G,Chemistry,C,8462H,5/C/2,9,x,1.43055864,1.158872639,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
11,MS,2009,44205,440277234,Melvyn,Hulles,M,H,x,G,Chemistry,C,8462H,5/C/3,9,x,1.447044231,1.50860544,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,34809,193993212,John,Relfe,M,Bw,x,G,Chemistry,C,8462H,C_TA/2,9,x,1.488557601,1.166749278,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,17135,831539553,Fitz,Etoile,M,SH,x,A,Chemistry,C,x,C.C,B,x,1.506468,0.5689522,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,17951,320526723,Angelia,Gouldstraw,F,St,x,G,Chemistry,C,8462H,5/C/3,9,,1.5435988800000011,1.297695274259151,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,21740,239331999,Ursa,Peniman,F,RH,x,I,Chemistry (SL),Cs,x,C.As,6,x,1.552215,1.119652,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
11,MS,2009,27068,250379344,Julio,Hache,F,Hm,x,G,Chemistry,C,8462H,5/C/1,9,x,1.573882915,1.66513547,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,10501,817645511,Pepito,Glasscoe,M,Cl,x,G,Chemistry,C,8462H,5/C/3,9,x,1.574514314,1.66591053,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,29924,879288676,Marna,Triswell,M,Cl,x,G,Chemistry,C,8462H,5/C/3,9,x,1.576656367,1.289864531,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2010,16387,716575820,Lilian,Antcliff,M,Bw,x,G,Chemistry,C,8462H,C_TA/2,9,x,1.581596027,1.150348149,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2010,14137,666615083,Paolina,Dreger,M,Cl,x,G,Chemistry,C,8462H,C_TA/1,8,x,1.611575299,1.199267541,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,34189,973930086,Tome,Pinel,F,G,x,G,Chemistry,C,8462H,5/C/1,9,x,1.630784767,1.338802607,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2012,33362,198780745,Rodolfo,Curds,M,SHB,x,A,Chemistry,C,H432A,7/C/A,A,,1.695176,0.8107312,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,33120,833522830,Neda,Cordall,M,H,x,G,Chemistry,C,8462H,C_TA/1,9,x,1.696801546,1.351083348,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,33120,833522830,Neda,Cordall,M,SHB,x,A,Chemistry,C,H432A,7/C/A,A*,,1.708905,0.7493829,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,10825,276526841,Jefferey,Ruddlesden,F,Hm,x,G,Chemistry,C,8462H,5/C/2,9,,1.7104668066666673,1.4502808174163355,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,21015,579043449,Verna,McGragh,M,C,x,G,Chemistry,C,8462H,5/C/1,9,x,1.71958593,1.846483505,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,39753,886920370,Adolf,O'Mullally,M,SHB,x,A,Chemistry,C,H432A,7/C/A,A,x,1.818966,1.263646,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,47456,785004641,Costanza,Valerius,M,Bw,x,G,Chemistry,C,8462H,C_TA/2,9,x,1.908269967,1.452310828,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,42283,565311656,Josefa,Beney,F,R,x,G,Chemistry,C,8462H,5/C/2,9,,1.9870461466666665,1.7098426091204408,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,33007,635316799,Evelin,Book,F,G,x,G,Chemistry,C,8462H,5/C/1,9,x,1.996144473,1.672967656,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2005,40386,915293071,Diena,Kennea,M,SH,x,A,Chemistry,C,H432A,x,A,x,1.998833,0.6288214,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2012,13148,811665922,Orelle,Sampson,M,Bw,x,G,Chemistry,C,8462H,5/C/2,9,,2.0085576400000007,1.7302985577490828,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,17061,310848561,Selia,Sidwell,M,H,x,G,Chemistry,C,8462H,5/C/3,7,x,2.035581493,1.528721909,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,10318,286321783,Frants,Gealle,F,G,x,G,Chemistry,C,8462H,C_TA/2,9,x,2.041062474,1.581420022,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2011,10151,934860754,Valentino,Pringour,F,R,x,G,Chemistry,C,8462H,5/C/1,5,x,2.10734703,1.401308013,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,35439,853904530,Edithe,Baldacchino,M,C,x,G,Chemistry,C,8462H,C_TA/3,9,x,2.122354467,1.661935426,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,46840,888521941,Stanislaus,Riba,F,RH,x,I,Chemistry (SL),Cs,x,C.As,6,x,2.160507,1.245581,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
11,MS,2011,36918,740646157,Carmella,Wissbey,F,G,x,G,Chemistry,C,8462H,5/C/3,8,x,2.24870252,1.815994459,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
11,MS,2011,48671,903954668,Terrie,Rosenthal,M,H,x,G,Chemistry,C,8462H,5/C/2,9,x,2.271695793,1.927565046,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,23361,877807666,Jourdain,Campelli,F,R,x,G,Chemistry,C,8462H,C_TA/1,9,x,2.336727443,1.968938234,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,24516,143085813,Anton,Harnes,F,B,x,G,Chemistry,C,8462H,C_TA/3,8,x,2.343007239,1.877340299,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,37392,452800451,Ann-marie,Vella,F,B,x,G,Chemistry,C,8462H,5/C/1,9,x,2.438279778,2.474830156,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,32911,937655157,Regen,Tremaine,M,SHB,x,A,Chemistry,C,H432A,7/C/A,A,x,3.049248,0.9418086,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2011,21313,795878482,Lissi,Rainbow,F,RHB,x,A,Chemistry,C,H432A,7/C/A,U,x,NULL,-3.706235,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,31924,652938864,Phaedra,Hadigate,M,SH,x,I,Chemistry (HL),Ch,x,C.Ah1,3,x,NULL,-2.044705,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2004,16203,692987787,Emmit,Bartel,M,x,x,I,Chemistry (SL),Cs,x,x,3,x,NULL,-1.448718,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
13,US,2012,31377,721109776,Bob,Washtell,M,SHB,x,I,Chemistry (HL),Ch,,7/Ch/A,3,,NULL,-1.382406,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,44030,469562755,Artair,Folkerts,F,RH,x,I,Chemistry (HL),Ch,x,C.Ah2,3,x,NULL,-1.377002,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,37786,159546054,Joella,Itzhak,F,RH,x,A,Chemistry,C,x,C.D,E,x,NULL,-1.357083,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,28832,967261214,Janey,Danson,M,SH,x,I,Chemistry (HL),Ch,x,C.Ah2,3,x,NULL,-1.353343,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,46995,824176113,Rodi,Belding,F,RHB,x,I,Chemistry (HL),Ch,,7/Ch/A,3,,NULL,-1.322114,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2007,49238,172709959,Gael,Jozwicki,F,RH,x,I,Chemistry (HL),Ch,x,C.Ah2,4,x,NULL,-1.138412,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2004,43464,430171248,Emmey,Lait,F,x,x,I,Chemistry (HL),Ch,x,x,5,x,NULL,-0.9404685,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,34039,466217308,Aridatha,Kirsz,F,RH,x,A,Chemistry,C,x,C.A,C,x,NULL,-0.9274605,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2006,25236,247624563,Maxine,Fownes,F,RH,x,I,Chemistry (SL),Cs,8035,C.C2s,3,x,NULL,-0.8926967,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
13,US,2006,12610,820198904,Shawnee,Viccary,F,RH,x,I,Chemistry (HL),Ch,8034,C.Ah,4,x,NULL,-0.8489197,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,22761,785969793,Annabal,Dupey,M,SHB,x,I,Chemistry (SL),Cs,,7/Cs/D,4,,NULL,-0.7619501,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2012,30001,770415126,Tina,O'Connolly,M,SHD,x,A,Chemistry,C,H432A,7/C/D,C,,NULL,-0.6816773,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,47632,164097136,Gaby,Monahan,M,SH,x,I,Chemistry (HL),Ch,x,C.Ah,4,x,NULL,-0.5197776,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,10338,510153923,Nichol,Andersen,F,x,x,A,Chemistry,C,x,x,B,x,NULL,-0.5078648,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,47351,369384072,Alexandro,Anersen,F,RHB,x,A,Chemistry,C,H432A,7/C/C,C,x,NULL,-0.3556252,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,34169,193266870,Gardy,Barkaway,M,SHB,x,A,Chemistry,C,H432A,7/C/A,B,x,NULL,-0.3247206,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2010,10513,448369029,Thurston,Trimnell,F,RHB,x,A,Chemistry,C,H432A,C/D,C,x,NULL,-0.2366877,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2004,40160,875964186,Levon,Vondrak,F,x,x,I,Chemistry (HL),Ch,x,x,5,x,NULL,-0.1036473,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,11338,649610704,Sharline,Ethridge,M,SHB,x,I,Chemistry (HL),Ch,x,7/Ch/A,6,x,NULL,-0.06181373,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2009,48497,287964584,Babs,Almey,F,RHB,x,A,Chemistry,C,H432A,7/C/A,B,x,NULL,-0.02874547,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,18702,828231115,Merrel,Boik,M,H,x,G,Chemistry,C,8462H,C_TA/3,9,x,NULL,0.045967633,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2009,45218,627215801,Hardy,Aleshkov,M,SHD,x,A,Chemistry,C,H432A,7/C/A,A*,x,NULL,0.05317833,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2007,39338,804044723,Johnna,Glasbey,M,SH,x,I,Chemistry (HL),Ch,x,C.Ah1,5,x,NULL,0.05441644,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2011,14395,677006830,Darren,Prevost,M,SHB,x,A,Chemistry,C,H432A,7/C/C,B,x,NULL,0.09194347,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
11,MS,2009,39032,959456256,Saunder,Standish-Brooks,M,H,x,G,Chemistry,C,8462H,5/C/1,9,x,NULL,0.103584332,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2007,20785,583916912,Amos,Aburrow,F,RH,x,A,Chemistry,C,H432,C.C,A,x,NULL,0.1273625,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
11,MS,2010,30639,761535821,Lucine,Minifie,M,C,x,G,Chemistry,C,8462H,C_TA/3,9,x,NULL,0.152752952,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2004,19029,886456768,Audrey,Benezet,F,x,x,I,Chemistry (HL),Ch,x,x,5,x,NULL,0.1717953,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2006,10320,698206935,Greer,Pleager,M,SH,x,A,Chemistry,C,H432A,C.A,A,x,NULL,0.1761296,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
13,US,2011,39604,481881622,Karlee,Cullerne,F,RHB,x,I,Chemistry (HL),Ch,x,7/Ch/A,5,x,NULL,0.3118906,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2008,44643,471062830,Denise,Hazelton,M,SH,x,I,Chemistry (SL),Cs,x,C.As,6,x,NULL,0.4098673,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
13,US,2011,31198,422897170,Dorelle,Spinnace,F,RHD,x,A,Chemistry,C,H432A,7/C/C,A,x,NULL,0.4504322,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
13,US,2012,15209,239260113,Kelila,Brockington,F,RHB,x,I,Chemistry (HL),Ch,,7/Ch/A,6,,NULL,0.5590612,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
13,US,2011,38838,291143963,Kacy,Clemett,M,SHB,x,A,Chemistry,C,H432A,7/C/A,A,x,NULL,0.6027303,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
